"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER_NAME","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,1.00,27780.00,110.00,56.00,0.00,749.00,480.00,86.00,68.00,"US Airways Inc.","US","ABE","CLT",6,"620",1,1997,4,10,1,"F",
0.00,1.00,10500.00,46.00,45.00,0.00,0.00,67.00,25.00,11.00,"ExpressJet Airlines Inc.","RU","ABE","EWR",4,"441",1,1997,4,10,1,"F",
0.00,1.00,35940.00,144.00,53.00,978.00,0.00,67.00,42.00,23.00,"United Air Lines Inc.","UA","ABE","EWR",6,"694",1,1997,4,10,1,"F",
0.00,3.00,95400.00,378.00,202.00,0.00,0.00,654.00,346.00,298.00,"United Air Lines Inc.","UA","ABE","ORD",6,"619",1,1997,4,10,2,"F",
0.00,1.00,36560.00,147.00,49.00,0.00,2125.00,654.00,103.00,92.00,"United Air Lines Inc.","UA","ABE","ORD",7,"715",1,1997,4,10,2,"F",
0.00,3.00,111270.00,450.00,278.00,238.00,367.00,158.00,179.00,116.00,"Delta Air Lines Inc.","DL","ABI","DFW",6,"656",1,1997,4,10,1,"F",
0.00,2.00,68600.00,284.00,148.00,455.00,605.00,1240.00,335.00,285.00,"Delta Air Lines Inc.","DL","ABQ","CVG",6,"655",1,1997,4,10,3,"F",
0.00,2.00,52080.00,216.00,107.00,0.00,3.00,349.00,132.00,106.00,"United Air Lines Inc.","UA","ABQ","DEN",6,"616",1,1997,4,10,1,"F",
0.00,1.00,49000.00,188.00,184.00,0.00,1127.00,349.00,93.00,58.00,"United Air Lines Inc.","UA","ABQ","DEN",6,"622",1,1997,4,10,1,"F",
0.00,1.00,88840.00,287.00,284.00,0.00,2769.00,349.00,77.00,54.00,"United Air Lines Inc.","UA","ABQ","DEN",7,"730",1,1997,4,10,1,"F",
0.00,2.00,73120.00,294.00,204.00,928.00,430.00,569.00,172.00,146.00,"United Air Lines Inc.","UA","ABQ","DFW",7,"715",1,1997,4,10,2,"F",
0.00,1.00,49000.00,188.00,4.00,531.00,2854.00,725.00,106.00,92.00,"United Air Lines Inc.","UA","ABQ","OMA",6,"622",1,1997,4,10,2,"F",
0.00,1.00,31800.00,134.00,99.00,135.00,0.00,328.00,116.00,102.00,"United Air Lines Inc.","UA","ABQ","PHX",6,"619",1,1997,4,10,1,"F",
0.00,1.00,49000.00,188.00,158.00,175.00,2994.00,328.00,131.00,117.00,"United Air Lines Inc.","UA","ABQ","PHX",6,"622",1,1997,4,10,1,"F",
0.00,1.00,49000.00,188.00,73.00,2530.00,3781.00,628.00,103.00,89.00,"United Air Lines Inc.","UA","ABQ","SAN",6,"622",1,1997,4,10,2,"F",
0.00,1.00,7200.00,19.00,12.00,4.00,0.00,87.00,35.00,21.00,"ExpressJet Airlines Inc.","RU","ACT","CLL",4,"405",1,1997,4,10,1,"F",
0.00,1.00,24845.00,115.00,106.00,0.00,0.00,345.00,80.00,65.00,"Express One International Inc.","JKQ","ACY","ERI",6,"640",1,1997,4,10,1,"L",
0.00,30.00,862090.00,1548.00,866.00,292810.00,2416.00,252.00,1504.00,1210.00,"Alaska Airlines Inc.","AS","ADQ","ANC",6,"621",3,1997,4,10,1,"F",
0.00,1.00,5941.00,30.00,10.00,0.00,0.00,500.00,105.00,90.00,"ExpressJet Airlines LLC","EV","AEX","ATL",4,"461",1,1997,4,10,2,"F",
0.00,1.00,7500.00,30.00,15.00,0.00,0.00,129.00,48.00,37.00,"ExpressJet Airlines Inc.","RU","AEX","BPT",4,"461",1,1997,4,10,1,"F",
